sitename,Month,Day,Year,pupcount,comments
Agligadak,6,15,2004,2,SWFSC count from MF non-pup aerial survey photo
Amatignak/Knob Point,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Amatignak/Nitrof Point,7,9,2014,0,NA
Amatignak/Nitrof Point,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Amatignak/Nitrof Point,6,24,2010,0,NA
Amatignak/Nitrof Point,6,24,2010,0,NA
Amatignak/Nitrof Point,7,9,2014,0,NA
Amchitka/Bird,6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Amchitka/Cape Ivakin,6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Amchitka/Chitka Point,6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Amchitka/Column Rock,7,13,1990,148,"""Merrick et al, 1991"""
Amchitka/Column Rock,6,23,2012,14,NA
Amchitka/Column Rock,6,28,1998,70,checked to field book
Amchitka/Column Rock,6,23,2012,17,NA
Amchitka/Column Rock,7,7,2009,41,Logs for checkcount
Amchitka/Column Rock,7,5,2005,44,NA
Amchitka/Column Rock,7,7,2009,38,Logs for checkcount
Amchitka/Column Rock,7,4,1994,114,checked to field book
Amchitka/Column Rock,6,23,2012,15,NA
Amchitka/Column Rock,7,1,2002,52,"Tom, Dave and Tyler did counts, trl small data book"
Amchitka/Column Rock,6,20,2004,45,SWFSC count from MF non-pup aerial survey photo
Amchitka/Column Rock,7,6,1979,135,"""Fiscus et al, 1981 (rt added 7/99)"""
Amchitka/East Cape,7,7,2009,14,Logs for checkcount
Amchitka/East Cape,7,7,2009,12,Logs for checkcount
Amchitka/East Cape,6,23,2012,8,NA
Amchitka/East Cape,6,23,2012,9,NA
Amchitka/East Cape,6,11,2001,5,count from USFWS
Amchitka/East Cape,7,1,2002,0,"skiffed around are, put people onshore to be certain"
Amchitka/East Cape,6,28,2014,9,Hexacopter aerial photos
Amchitka/East Cape,6,23,2012,7,NA
Amchitka/East Cape,6,28,1998,9,checked to field book
Amchitka/East Cape,7,4,1994,6,checked to field book
Amchitka/East Cape,6,28,2014,9,Hexacopter aerial photos
Amchitka/East Cape,6,23,2004,23,SWFSC count from MF non-pup aerial survey photo
Amchitka/East Cape,7,8,2005,24,NA
Amchitka/Omega Point,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Amchitka/St. Makarius,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Amlia/Cape Misty,7,9,2011,0,NA
Amlia/Cape Misty,7,9,2014,0,NA
Amlia/Cape Misty,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Amlia/Cape Misty,7,9,2014,0,NA
Amlia/Cape Misty,7,9,2011,0,NA
Amlia/East Cape,7,9,2011,0,NA
Amlia/East Cape,7,9,2014,2,NA
Amlia/East Cape,7,9,2014,2,NA
Amlia/East Cape,6,25,2010,2,NA
Amlia/East Cape,6,25,2010,2,NA
Amlia/East Cape,7,9,2011,0,NA
Amlia/East Cape,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Amlia/Sviech. Harbor,6,25,2010,29,NA
Amlia/Sviech. Harbor,6,25,2010,30,NA
Amlia/Sviech. Harbor,7,2,1998,13,checked to field book
Amlia/Sviech. Harbor,7,9,2011,35,NA
Amlia/Sviech. Harbor,7,9,2011,35,NA
Amlia/Sviech. Harbor,6,19,2002,22,"counted from oblique digital aerial photo by sease, york, thomason, call"
Amlia/Sviech. Harbor,7,9,1990,26,"""Merrick et al, 1991"""
Amlia/Sviech. Harbor,7,9,2014,34,NA
Amlia/Sviech. Harbor,6,22,2004,28,"Fadely field notes, kac, jts and jwt count 27, 28 and 28"
Amlia/Sviech. Harbor,7,9,2014,34,NA
Amlia/Sviech. Harbor,7,7,2009,32,Logs for checkcount
Amlia/Sviech. Harbor,7,7,2009,35,Logs for checkcount
Amlia/Sviech. Harbor,7,9,2005,28,NA
Amlia/Sviech. Harbor,6,15,2004,30,SWFSC count from MF non-pup aerial survey photo
Amukta+Rocks,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Amukta+Rocks,7,3,2010,0,NA
Amukta+Rocks,7,9,2011,1,NA
Amukta+Rocks,6,29,2015,0,Hex aerial image count
Amukta+Rocks,7,9,2011,0,NA
Amukta+Rocks,6,29,2015,0,Hex aerial image count
Amukta+Rocks,7,3,2010,0,NA
Anagaksik,7,9,2014,0,NA
Anagaksik,7,11,2011,0,NA
Anagaksik,7,11,2011,0,NA
Anagaksik,7,9,2014,0,NA
Anagaksik,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Atka/Cape Korovin,7,9,2014,0,NA
Atka/Cape Korovin,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Atka/Cape Korovin,7,9,2014,0,NA
Atka/North Cape,7,9,2014,0,NA
Atka/North Cape,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Atka/North Cape,7,9,2014,0,NA
Atka/North Cape,7,11,2011,0,NA
Atka/North Cape,7,11,2011,0,NA
Ayugadak,7,7,1985,329,"""Merrick et al, 1987"""
Ayugadak,6,23,2012,47,2 dead
Ayugadak,6,28,2013,53,NA
Ayugadak,6,28,1998,89,checked to field book
Ayugadak,6,28,2013,46,NA
Ayugadak,7,1,2002,90,"dt 88/90, th 90,  2 dead"
Ayugadak,6,28,2014,43,Hexacopter aerial photos
Ayugadak,7,14,1990,163,"""Merrick et al, 1991"""
Ayugadak,7,10,1979,22,"""Fiscus et al, 1981 (rt added 7/99)"""
Ayugadak,6,28,2014,41,Hexacopter aerial photos
Ayugadak,6,23,2012,49,2 dead
Ayugadak,6,28,2013,49,NA
Ayugadak,6,23,2012,47,2 dead
Ayugadak,6,23,2012,50,2 dead
Ayugadak,7,4,2009,43,Logs for checkcount
Ayugadak,7,4,2009,44,Logs for checkcount
Ayugadak,7,5,2005,83,NA
Ayugadak,6,20,2004,56,SWFSC count from MF non-pup aerial survey photo
Ayugadak,6,28,2013,52,NA
Ayugadak,7,5,1994,142,checked to field book
Ayugadak,6,28,2013,50,"Non-pups BF 109/109, JRH 113/116, RT 112/113, JTS 114. Pups BF 50/51, JRH 49/52, RT 48/48, JTS 53"
Ayugadak,6,28,2013,51,NA
Ayugadak,6,28,2013,46,NA
Bobrof,7,11,2011,0,NA
Bobrof,7,11,2011,0,NA
Bobrof,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Carlisle,6,28,2014,0,NA
Carlisle,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Carlisle,7,3,2011,0,NA
Carlisle,6,28,2014,0,NA
Carlisle,7,3,2011,0,NA
Chagulak,7,9,2011,0,NA
Chagulak,7,9,2011,0,NA
Chagulak,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Chagulak,7,3,2010,0,NA
Chagulak,7,3,2010,0,NA
Chuginadak,6,28,2014,1,NA
Chuginadak,7,3,2010,0,NA
Chuginadak,6,28,2014,1,NA
Chuginadak,7,3,2011,0,NA
Chuginadak,7,3,2011,0,NA
Chuginadak,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Chuginadak,7,3,2010,0,NA
Chugul,7,9,2014,0,NA
Chugul,7,9,2014,0,NA
Chugul,6,24,2010,0,NA
Chugul,7,11,2011,0,NA
Chugul,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Chugul,6,24,2010,0,NA
Chugul,7,11,2011,0,NA
Fenimore,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Fenimore,7,9,2014,0,NA
Fenimore,7,11,2011,0,NA
Fenimore,7,9,2014,0,NA
Fenimore,7,11,2011,0,NA
Gramp Rock,7,4,2009,334,Logs for checkcount
Gramp Rock,6,29,1998,456,checked to field book
Gramp Rock,7,3,1985,909,"""Merrick et al, 1987"""
Gramp Rock,7,9,2014,239,NA
Gramp Rock,6,23,2004,439,SWFSC count from MF non-pup aerial survey photo
Gramp Rock,7,4,2009,331,Logs for checkcount
Gramp Rock,7,6,2005,387,NA
Gramp Rock,6,30,2002,444,"dt 418,406 ; ml 322, trl 353, 335  + single count of 77 by trl diff area"
Gramp Rock,7,9,2014,234,NA
Gramp Rock,7,3,1994,425,checked to field book
Gramp Rock,7,16,1990,448,"""Merrick et al, 1991"""
Gramp Rock,6,24,2010,304,NA
Gramp Rock,6,24,2010,294,NA
Great Sitkin,7,11,2011,0,NA
Great Sitkin,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Great Sitkin,7,11,2011,0,NA
Hawadax (Rat),6,28,2013,0,NA
Hawadax (Rat),6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Herbert,6,28,2014,0,NA
Herbert,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Herbert,7,3,2010,0,NA
Herbert,7,3,2010,0,NA
Herbert,7,9,2011,3,NA
Herbert,7,9,2011,3,NA
Herbert,6,28,2014,0,NA
Igitkin/Sw Point,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Ikiginak,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Ilak,7,9,2014,0,NA
Ilak,7,9,2014,0,NA
Ilak,6,23,2004,2,SWFSC count from MF non-pup aerial survey photo
Ilak,6,24,2010,0,NA
Ilak,6,24,2010,1,NA
Kagalaska,6,30,2014,0,NA
Kagalaska,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Kagalaska,6,30,2014,0,NA
Kagalaska,6,25,2010,0,NA
Kagalaska,6,25,2010,0,NA
Kagalaska,6,30,2012,0,NA
Kagamil,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Kagamil,7,3,2011,0,NA
Kagamil,6,28,2014,0,NA
Kagamil,7,3,2011,0,NA
Kagamil,6,28,2014,0,NA
Kanaga/Cape Chunu,6,24,2010,3,NA
Kanaga/Cape Chunu,6,24,2010,3,NA
Kanaga/Cape Chunu,7,4,2009,0,Logs for checkcount
Kanaga/Cape Chunu,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Kanaga/Cape Chunu,7,4,2009,0,Logs for checkcount
Kanaga/Cape Miga,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Kanaga/Cape Miga,7,11,2011,0,NA
Kanaga/Cape Miga,7,11,2011,0,NA
Kanaga/N Cape,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Kanaga/Ship Rock,7,11,2011,206,7 dead pups
Kanaga/Ship Rock,7,6,2005,221,NA
Kanaga/Ship Rock,7,4,2009,211,Logs for checkcount
Kanaga/Ship Rock,7,4,2009,216,Logs for checkcount
Kanaga/Ship Rock,6,30,2014,208,NA
Kanaga/Ship Rock,6,24,2010,210,NA
Kanaga/Ship Rock,6,15,2004,126,SWFSC count from MF non-pup aerial survey photo
Kanaga/Ship Rock,6,24,2010,217,NA
Kanaga/Ship Rock,6,30,2014,206,NA
Kanaga/Ship Rock,7,11,2011,211,NA
Kasatochi/North Point,6,24,2010,353,NA
Kasatochi/North Point,7,10,1990,178,"""Merrick et al, 1991"""
Kasatochi/North Point,7,4,2009,395,Logs for checkcount
Kasatochi/North Point,6,25,1979,213,"""Fiscus et al, 1981 (rt added 7/99)"""
Kasatochi/North Point,7,11,2011,375,3 dead pups
Kasatochi/North Point,6,28,2002,302,"rt - 343, 331 live, trl 280 live, lander 284, 274 live"
Kasatochi/North Point,6,24,2010,354,NA
Kasatochi/North Point,6,28,2005,372,NA
Kasatochi/North Point,7,9,2014,373,NA
Kasatochi/North Point,6,20,2004,354,"Fadely field notes, kac 352, rt 357, jwt 353 live and 17 dead"
Kasatochi/North Point,7,4,2009,392,Logs for checkcount
Kasatochi/North Point,7,1,1997,268,checked to field book
Kasatochi/North Point,7,8,1994,215,checked to field book
Kasatochi/North Point,6,15,2004,327,SWFSC count from MF non-pup aerial survey photo
Kasatochi/North Point,7,1,1985,892,"""Merrick et al, 1987"""
Kasatochi/North Point,7,11,2011,371,NA
Kasatochi/North Point,7,9,2014,380,NA
Kasatochi/North Point,7,1,1998,247,checked to field book
Kavalga,6,30,2014,0,NA
Kavalga,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Kavalga,6,30,2014,0,NA
Kiska/Cape St Stephen,99,99,1988,300,NA
Kiska/Cape St Stephen,6,26,2011,42,NA
Kiska/Cape St Stephen,6,26,2011,41,NA
Kiska/Cape St Stephen,7,16,1989,258,"""Merrick et al, 1990"""
Kiska/Cape St Stephen,7,15,1990,212,"""Merrick et al, 1991"""
Kiska/Cape St Stephen,6,23,2012,45,NA
Kiska/Cape St Stephen,6,26,2011,36,NA
Kiska/Cape St Stephen,6,27,2013,54,Cliff count counting from 2 vantage points
Kiska/Cape St Stephen,7,2,2002,71,70 + 1 dead in rt personal log
Kiska/Cape St Stephen,7,7,2009,91,Logs for checkcount
Kiska/Cape St Stephen,7,7,2009,91,Logs for checkcount
Kiska/Cape St Stephen,7,6,1994,120,checked to field book
Kiska/Cape St Stephen,6,26,2011,37,NA
Kiska/Cape St Stephen,6,27,2013,57,Cliff count counting from 2 vantage points
Kiska/Cape St Stephen,6,27,2013,58,Cliff count counting from 2 vantage points
Kiska/Cape St Stephen,6,27,2013,54,Cliff count counting from 2 vantage points
Kiska/Cape St Stephen,6,27,2013,55,Cliff count counting from 2 vantage points
Kiska/Cape St Stephen,6,27,2013,51,Cliff count counting from 2 vantage points
Kiska/Cape St Stephen,6,27,2014,72,Hexacopter aerial photos
Kiska/Cape St Stephen,6,27,1998,54,checked to field book
Kiska/Cape St Stephen,7,8,1979,137,"""Fiscus et al, 1981 (rt added 7/99)"""
Kiska/Cape St Stephen,6,27,2014,70,Hexacopter aerial photos
Kiska/Cape St Stephen,6,20,2004,75,SWFSC count from MF non-pup aerial survey photo
Kiska/Cape St Stephen,6,23,2012,47,NA
Kiska/Cape St Stephen,6,26,2011,39,NA
Kiska/Cape St Stephen,6,26,2011,44,NA
Kiska/Cape St Stephen,7,5,2005,82,NA
Kiska/Cape St Stephen,6,20,2015,26,NA
Kiska/Cape St Stephen,6,20,2015,30,NA
Kiska/Cape St Stephen,6,26,2011,41,NA
Kiska/Cape St Stephen,6,20,2015,24,NA
Kiska/Cape St Stephen,6,23,2012,44,NA
Kiska/Cape St Stephen,6,27,2007,86,need individ cnts from gelatt book
Kiska/Cape St Stephen,6,20,2015,31,NA
Kiska/Cape St Stephen,6,26,2011,35,NA
Kiska/Gertrude-Bukhti,6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Kiska/Gertrude-Bukhti,6,28,2013,0,NA
Kiska/Lief Cove,6,26,2014,84,Hexacopter aerial photos
Kiska/Lief Cove,6,27,2013,62,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
Kiska/Lief Cove,6,27,2013,66,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
Kiska/Lief Cove,7,6,1994,233,checked to field book
Kiska/Lief Cove,6,26,2014,85,Hexacopter aerial photos
Kiska/Lief Cove,7,2,2002,158,"trl 128, 122 live, 2,3 dead; + ml 32, 34 live"
Kiska/Lief Cove,6,27,2013,70,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
Kiska/Lief Cove,6,27,2013,71,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
Kiska/Lief Cove,6,27,2013,69,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
Kiska/Lief Cove,6,27,2013,69,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
Kiska/Lief Cove,6,27,2013,65,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
Kiska/Lief Cove,6,27,2013,67,"BF counted one dead, so added to all's live pup counts, minimal count due to distance"
Kiska/Lief Cove,7,6,1985,882,"""Merrick et al, 1987"""
Kiska/Lief Cove,6,27,1998,179,checked to field book
Kiska/Lief Cove,7,15,1990,221,216 in field book
Kiska/Lief Cove,7,8,1979,476,"""Fiscus et al, 1981 (rt added 7/99)"""
Kiska/Lief Cove,6,20,2004,101,SWFSC count from MF non-pup aerial survey photo
Kiska/Lief Cove,6,20,2015,40,NA
Kiska/Lief Cove,7,7,2009,80,Logs for checkcount
Kiska/Lief Cove,7,5,2005,115,NA
Kiska/Lief Cove,6,20,2015,45,NA
Kiska/Lief Cove,6,20,2015,41,NA
Kiska/Lief Cove,6,20,2015,41,NA
Kiska/Lief Cove,6,27,2007,48,need individ cnts from gelatt book
Kiska/Lief Cove,7,7,2009,81,Logs for checkcount
Kiska/Lief Cove,6,20,2015,45,NA
Kiska/Lief Cove,7,16,1989,293,"""Merrick et al, 1990"""
Kiska/Pillar Rock,6,21,2013,0,NA
Kiska/Pillar Rock,6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Kiska/Sirius Point,6,21,2013,0,NA
Kiska/Sobaka-Vega,6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Kiska/South Head,6,24,2004,0,SWFSC count from MF non-pup aerial survey photo
Kiska/Witchcraft Point,6,21,2013,0,NA
Kiska/Witchcraft Point,6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Kiska/Wolf Point,6,21,2013,0,NP looked at vessel
Koniuji/North Point,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Little Sitkin,6,21,2013,0,NA
Little Tanaga Strait,6,30,2014,0,NA
Little Tanaga Strait,7,11,2011,0,NA
Little Tanaga Strait,6,30,2012,0,NA
Little Tanaga Strait,6,30,2014,0,NA
Little Tanaga Strait,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Little Tanaga Strait,7,11,2011,0,NA
Ogliuga,6,30,2014,0,NA
Ogliuga,6,30,2014,0,NA
Ogliuga,6,23,2004,1,SWFSC count from MF non-pup aerial survey photo
Oglodak,7,11,2011,0,NA
Oglodak,7,11,2011,0,NA
Oglodak,7,9,2014,0,NA
Oglodak,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Oglodak,7,9,2014,0,NA
Oglodak,6,23,2010,3,NA
Oglodak,7,4,2009,3,Logs for checkcount
Oglodak,7,4,2009,5,Logs for checkcount
Oglodak,6,23,2010,3,NA
Sagigik,7,9,2011,0,NA
Sagigik,7,9,2014,0,NA
Sagigik,6,25,2010,0,NA
Sagigik,7,9,2011,0,NA
Sagigik,7,9,2014,0,NA
Sagigik,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Sagigik,6,25,2010,0,NA
Salt,7,9,2014,0,NA
Salt,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Salt,7,9,2014,0,NA
Sea Lion Rock (Kiska),6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Seguam/Finch Point,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Seguam/Finch Point,7,9,2014,2,NA
Seguam/Finch Point,7,9,2014,2,NA
Seguam/Lava Cove,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Seguam/Lava Cove,7,9,2014,0,NA
Seguam/Lava Cove,7,9,2014,0,NA
Seguam/Lava Point,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Seguam/Moundhill Point,7,9,2014,0,NEW SITE
Seguam/Moundhill Point,7,9,2014,0,Sitename NOT IN DB
Seguam/Saddleridge,7,8,1990,684,"""Merrick et al, 1991"""
Seguam/Saddleridge,6,28,2005,530,NA
Seguam/Saddleridge,7,9,2014,532,NA
Seguam/Saddleridge,7,1,2009,540,Logs for checkcount
Seguam/Saddleridge,7,9,2011,499,NA
Seguam/Saddleridge,7,1,2009,540,Logs for checkcount
Seguam/Saddleridge,7,9,2014,529,NA
Seguam/Saddleridge,7,4,1997,463,checked to field book
Seguam/Saddleridge,7,9,2011,510,15 dead pups
Seguam/Saddleridge,6,23,2001,468,"June/July 2001 data book (TRL), 14 dead"
Seguam/Saddleridge,7,12,1979,2475,"""Fiscus et al, 1981"""
Seguam/Saddleridge,7,3,2010,514,NA
Seguam/Saddleridge,7,3,2010,521,NA
Seguam/Saddleridge,6,30,1985,2635,"""Merrick et al, 1987"""
Seguam/Saddleridge,6,23,2004,506,SWFSC count from MF non-pup aerial survey photo
Seguam/Saddleridge,7,18,1989,529,"""Merrick et al, 1990"""
Seguam/Saddleridge,7,2,1998,479,checked to field book
Seguam/Saddleridge,6,22,2004,517,"Fadely field notes. Kac 515, tz 511, rt 525. 6 dead"
Seguam/Saddleridge,6,27,1994,444,checked to field book
Seguam/Sw Rip,7,9,2014,0,NA
Seguam/Sw Rip,7,9,2014,0,NA
Seguam/Sw Rip,7,3,2010,0,NA
Seguam/Sw Rip,7,3,2010,0,NA
Seguam/Sw Rip,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Seguam/Turf Point,6,26,2002,23,count from above with bino's
Seguam/Turf Point,7,7,2009,0,Logs for checkcount
Seguam/Turf Point,7,9,2011,0,NA
Seguam/Turf Point,7,7,2009,0,Logs for checkcount
Seguam/Turf Point,7,9,2011,0,NA
Seguam/Turf Point,7,9,2005,7,NA
Seguam/Turf Point,7,9,2014,0,NA
Seguam/Turf Point,6,24,2001,24,RT small data book
Seguam/Turf Point,6,23,2004,15,SWFSC count from MF non-pup aerial survey photo
Seguam/Turf Point,7,9,2014,0,NA
Seguam/Wharf Point,7,3,2010,0,NA
Seguam/Wharf Point,7,9,2011,0,NA
Seguam/Wharf Point,7,9,2011,0,NA
Seguam/Wharf Point,6,23,2004,2,SWFSC count from MF non-pup aerial survey photo
Seguam/Wharf Point,7,3,2010,0,NA
Segula/Gula Point,6,21,2013,0,NA
Semisopochnoi,7,7,2002,0,glassed from Pacific Star
Semisopochnoi/Petrel,6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Semisopochnoi/Petrel,7,7,1994,10,checked to field book
Semisopochnoi/Petrel,6,19,1998,0,NA
Semisopochnoi/Pochnoi,7,4,2009,5,Logs for checkcount
Semisopochnoi/Pochnoi,6,20,2004,17,SWFSC count from MF non-pup aerial survey photo
Semisopochnoi/Pochnoi,7,7,1994,11,checked to field book
Semisopochnoi/Pochnoi,6,19,1998,6,checked to JLS field book
Semisopochnoi/Pochnoi,7,4,2009,5,Logs for checkcount
Semisopochnoi/Pochnoi,6,21,2014,8,Hexacopter aerial photos
Semisopochnoi/Pochnoi,6,28,2012,3,NA
Semisopochnoi/Pochnoi,7,8,2005,16,NA
Semisopochnoi/Pochnoi,7,3,1979,25,"""Fiscus et al, 1981 (rt added 7/99)"""
Semisopochnoi/Pochnoi,6,21,2014,8,Hexacopter aerial photos
Semisopochnoi/Sw Knob,6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Semisopochnoi/Tuman Point,6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Silak,6,25,2010,1,NA
Silak,6,25,2010,1,NA
Silak,6,30,2014,0,NA
Silak,7,11,2011,0,NA
Silak,6,30,2012,0,NA
Silak,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Silak,7,11,2011,0,NA
Silak,6,30,2014,0,NA
Skagul/S. Point,6,30,2014,0,NA
Skagul/S. Point,6,30,2014,0,NA
Skagul/S. Point,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Tag,7,8,1985,703,"""Merrick et al, 1987"""
Tag,6,29,1998,238,checked to field book
Tag,7,9,2014,105,NA
Tag,6,22,2012,48,"2 dead, partial count"
Tag,6,22,2012,52,"3 dead, partial count"
Tag,6,22,2012,48,"4 dead, partial count"
Tag,7,4,2009,128,Logs for checkcount
Tag,7,4,2009,133,Logs for checkcount
Tag,6,23,2004,150,SWFSC count from MF non-pup aerial survey photo
Tag,6,27,2015,60,NA
Tag,7,3,1994,234,checked to field book
Tag,6,22,2012,49,"5 dead, partial count"
Tag,7,9,2014,104,NA
Tag,6,27,2015,52,NA
Tag,6,30,2002,153,"rt 149, 2 dead; dt 163 6 dead; tyler hobbs 148, 1 dead"
Tag,6,24,2010,135,NA
Tag,6,24,2010,135,NA
Tag,6,27,2015,49,NA
Tag,7,6,2005,144,NA
Tag,7,12,1990,357,"""Merrick et al, 1991"""
Tagalak,7,11,2011,2,NA
Tagalak,6,24,2010,1,NA
Tagalak,7,11,2011,2,NA
Tagalak,7,9,2014,0,NA
Tagalak,7,9,2014,0,NA
Tagalak,6,24,2010,1,NA
Tagalak,6,15,2004,3,SWFSC count from MF non-pup aerial survey photo
Tagalak/Pass,7,9,2014,12,NEW SITE
Tagalak/Pass,7,9,2014,12,NEW SITE
Tanadak (Amlia),7,9,2011,0,NA
Tanadak (Amlia),7,9,2011,1,NA
Tanadak (Amlia),6,25,2010,0,NA
Tanadak (Amlia),6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Tanadak (Kiska),6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Tanaga/Bumpy Point,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Tanaga/Cape Sasmik,6,24,2010,3,NA
Tanaga/Cape Sasmik,7,11,2011,2,NA
Tanaga/Cape Sasmik,6,24,2010,3,NA
Tanaga/Cape Sasmik,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Tanaga/Cape Sasmik,7,11,2011,1,NA
Tanaga/Cape Sudak,7,11,2011,0,NA
Tanaga/Cape Sudak,7,11,2011,0,NA
Twin Rocks (Kiska),6,28,2013,0,NA
Twin Rocks (Kiska),6,20,2004,0,SWFSC count from MF non-pup aerial survey photo
Ugidak,7,9,2014,0,NA
Ugidak,7,9,2014,0,NA
Ugidak,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Ulak/Hasgox Point,6,29,1998,521,checked to field book
Ulak/Hasgox Point,6,24,2010,270,NA
Ulak/Hasgox Point,7,3,1994,638,checked to field book
Ulak/Hasgox Point,7,7,2009,271,Logs for checkcount
Ulak/Hasgox Point,7,7,2009,273,Logs for checkcount
Ulak/Hasgox Point,7,9,2014,171,"surveyed by hex on 6/29 too, reported otter count"
Ulak/Hasgox Point,6,24,2010,258,NA
Ulak/Hasgox Point,7,2,1979,204,"""Fiscus et al, 1981 (rt added 7/99)"""
Ulak/Hasgox Point,7,9,2014,177,"surveyed by hex on 6/29 too, reported otter count"
Ulak/Hasgox Point,6,29,2012,125,"+ 4 dead, found when work up pups"
Ulak/Hasgox Point,6,29,2012,116,"+ 4 dead, found when work up pups"
Ulak/Hasgox Point,6,29,2014,178,"Hexacopter aerial photos, surveyed by otter on 7/9 too, reported otter count"
Ulak/Hasgox Point,7,8,2005,338,NA
Ulak/Hasgox Point,7,8,1985,1236,"""Merrick et al, 1987"""
Ulak/Hasgox Point,6,30,2002,331,"rt 293, dt 271, 3 dead + trl 52,48,47 on offshore rock"
Ulak/Hasgox Point,6,29,2014,175,"Hexacopter aerial photos, surveyed by otter on 7/9 too, reported otter count"
Ulak/Hasgox Point,7,12,1990,790,"""Merrick et al, 1991"""
Ulak/Hasgox Point,6,23,2004,257,SWFSC count from MF non-pup aerial survey photo
Uliaga,6,28,2014,1,NA
Uliaga,6,28,2014,1,NA
Uliaga,7,3,2011,0,NA
Uliaga,6,19,2010,8,NA
Uliaga,7,3,2011,0,NA
Uliaga,6,19,2010,7,NA
Unalga+Dinkum Rocks,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Yunaska,6,26,1994,217,checked to field book
Yunaska,7,7,1990,230,"""Merrick et al, 1991"""
Yunaska,7,14,1979,752,"""Fiscus et al, 1981"""
Yunaska,6,25,2002,145,"rt 146 live 2 dead, dt 144 live 1 dead"
Yunaska,7,3,1998,161,checked to field book
Yunaska,7,9,2011,168,NA
Yunaska,6,24,1997,192,"""7 dead pups, Sease & Loughlin, 1999"""
Yunaska,7,9,2011,165,NA
Yunaska,6,29,1985,1026,"""Merrick et al, 1987"""
Yunaska,7,3,2010,189,NA
Yunaska,6,21,2000,136,Loughlin field book
Yunaska,7,13,2009,168,Logs for checkcount
Yunaska,7,13,2009,173,Logs for checkcount
Yunaska,6,23,2004,145,"Fadely field notes. Kac 146, dh 146, jts 142. 3 dead"
Yunaska,6,29,2015,168,Hex aerial image count
